CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,EngagementProfile,BalanceQuartile,BalanceSalaryRatio,RatioGroup
15784597,Lattimore,648,France,Male,26,9,162923.85,1,1,0,98368.24,0,Inactive Disengaged,Q4 (Highest),1.6562647659447804,Middle (5th-95th pct)
15783501,Findlay,800,France,Female,38,2,168190.33,2,1,0,68052.08,0,Inactive High-Balance,Q4 (Highest),2.471494331988089,Middle (5th-95th pct)
15794396,Newbold,494,Germany,Female,38,7,174937.64,1,1,0,40084.32,0,Inactive Disengaged,Q4 (Highest),4.364241179593417,Middle (5th-95th pct)
15668444,He,590,Spain,Female,44,3,139432.37,1,1,0,62222.81,0,Inactive Disengaged,Q4 (Highest),2.2408562069119027,Middle (5th-95th pct)
15593782,Brookes,816,Germany,Female,38,5,130878.75,3,1,0,71905.77,1,Inactive High-Balance,Q4 (Highest),1.8201425282004489,Middle (5th-95th pct)
15683625,Hare,703,France,Male,37,1,149762.08,1,1,0,20629.4,1,Inactive Disengaged,Q4 (Highest),7.259643033728561,Top 5% (extreme high)
15591986,Johnston,621,Germany,Male,46,6,141078.37,1,0,0,34580.8,1,Inactive Disengaged,Q4 (Highest),4.079673402581779,Middle (5th-95th pct)
15585865,Westerberg,673,France,Female,38,2,170061.92,2,0,0,134901.34,1,Inactive High-Balance,Q4 (Highest),1.2606392197438514,Middle (5th-95th pct)
15662403,Kryukova,622,France,Female,32,6,169089.38,2,1,0,101057.95,0,Inactive High-Balance,Q4 (Highest),1.6731922624593119,Middle (5th-95th pct)
15677307,Lo,684,Germany,Female,40,6,137326.65,1,1,0,186976.6,0,Inactive Disengaged,Q4 (Highest),0.7344590178664068,Middle (5th-95th pct)
15671256,Macartney,850,France,Female,35,1,211774.31,1,1,0,188574.12,1,Inactive Disengaged,Q4 (Highest),1.1230295546387807,Middle (5th-95th pct)
15653849,Lu,572,Germany,Female,48,3,152827.99,1,1,0,38411.79,1,Inactive Disengaged,Q4 (Highest),3.9786739956664343,Middle (5th-95th pct)
15592846,Fiorentini,639,Germany,Male,35,10,128173.9,2,1,0,59093.39,0,Inactive High-Balance,Q4 (Highest),2.1690057043605044,Middle (5th-95th pct)
15705953,Kodilinyechukwu,721,Spain,Male,51,0,169312.13,1,1,0,109078.35,1,Inactive Disengaged,Q4 (Highest),1.5522065561131058,Middle (5th-95th pct)
15720187,Han,479,Germany,Female,30,7,143964.36,2,1,0,41879.99,0,Inactive High-Balance,Q4 (Highest),3.4375452334157672,Middle (5th-95th pct)
15763063,Price,685,Spain,Female,25,10,128509.63,1,1,0,121562.33,0,Inactive Disengaged,Q4 (Highest),1.0571501056289394,Middle (5th-95th pct)
15711309,Sumrall,574,Germany,Male,33,3,129834.67,1,1,0,193131.42,0,Inactive Disengaged,Q4 (Highest),0.6722607331318746,Middle (5th-95th pct)
15705515,Lazarev,587,Germany,Male,40,5,138241.9,2,1,0,159418.1,0,Inactive High-Balance,Q4 (Highest),0.8671656480663111,Middle (5th-95th pct)
15761986,Obialo,439,Spain,Female,32,3,138901.61,1,1,0,75685.97,0,Inactive Disengaged,Q4 (Highest),1.8352359096408486,Middle (5th-95th pct)
15722010,Zuyev,621,Spain,Male,53,9,170491.84,1,1,0,35588.07,1,Inactive Disengaged,Q4 (Highest),4.790702052682261,Middle (5th-95th pct)
15591047,Ma,519,Spain,Female,47,6,157296.02,2,0,0,147278.43,1,Inactive High-Balance,Q4 (Highest),1.0680180390298837,Middle (5th-95th pct)
15604044,Mitchell,700,France,Male,38,8,134811.3,1,1,0,1299.75,0,Inactive Disengaged,Q4 (Highest),103.7209463358338,Top 5% (extreme high)
15637476,Alexandrova,683,Germany,Female,57,5,162448.69,1,0,0,9221.78,1,Inactive Disengaged,Q4 (Highest),17.615762900437876,Top 5% (extreme high)
15686611,Moss,495,France,Male,30,10,129755.99,1,0,0,172749.65,0,Inactive Disengaged,Q4 (Highest),0.7511215796963988,Middle (5th-95th pct)
15719352,Davidson,754,Spain,Male,39,6,170184.99,2,1,0,89593.26,0,Inactive High-Balance,Q4 (Highest),1.8995289377794713,Middle (5th-95th pct)
15766575,Larionova,612,Germany,Female,62,8,140745.33,1,1,0,193437.89,1,Inactive Disengaged,Q4 (Highest),0.7275995928202069,Middle (5th-95th pct)
15692463,Rahman,799,Spain,Female,28,3,142253.65,1,1,0,45042.56,0,Inactive Disengaged,Q4 (Highest),3.1582052618678866,Middle (5th-95th pct)
15798398,Pagnotto,785,France,Female,36,4,135438.4,1,0,0,190627.01,0,Inactive Disengaged,Q4 (Highest),0.710489033007442,Middle (5th-95th pct)
15640078,Chambers,660,Germany,Female,39,5,135134.99,1,1,0,173683.0,1,Inactive Disengaged,Q4 (Highest),0.7780553652343637,Middle (5th-95th pct)
15698786,Marcelo,819,France,Female,39,9,133102.92,1,1,0,27046.46,1,Inactive Disengaged,Q4 (Highest),4.921269548769045,Middle (5th-95th pct)
15711889,Mao,668,France,Male,42,3,150461.07,1,1,0,108139.23,0,Inactive Disengaged,Q4 (Highest),1.3913643550078914,Middle (5th-95th pct)
15786905,Russo,749,Germany,Female,40,8,141782.57,2,0,0,86333.63,0,Inactive High-Balance,Q4 (Highest),1.64226350727984,Middle (5th-95th pct)
15747867,Trevisani,583,France,Male,24,9,135125.28,1,0,0,89801.9,0,Inactive Disengaged,Q4 (Highest),1.5047040207389821,Middle (5th-95th pct)
15600337,Dobie,661,Spain,Male,42,2,178820.91,1,0,0,29358.57,1,Inactive Disengaged,Q4 (Highest),6.090927112594381,Middle (5th-95th pct)
15802741,Mitchel,625,France,Female,51,7,136294.97,1,1,0,38867.46,1,Inactive Disengaged,Q4 (Highest),3.5066600698887966,Middle (5th-95th pct)
15665238,Beneventi,745,Germany,Male,36,8,145071.24,1,0,0,6078.46,0,Inactive Disengaged,Q4 (Highest),23.86644643544582,Top 5% (extreme high)
15580148,Welch,750,Germany,Male,40,5,168286.81,3,1,0,20451.99,1,Inactive High-Balance,Q4 (Highest),8.22838315489104,Top 5% (extreme high)
15722548,Fisher,540,France,Male,48,0,148116.48,1,0,0,116973.48,0,Inactive Disengaged,Q4 (Highest),1.2662398348753925,Middle (5th-95th pct)
15716164,Nicholls,501,France,Female,41,3,144260.5,1,1,0,172114.67,0,Inactive Disengaged,Q4 (Highest),0.8381650442696139,Middle (5th-95th pct)
15571973,Chinwemma,776,France,Female,38,2,169824.46,1,1,0,169291.7,0,Inactive Disengaged,Q4 (Highest),1.0031469942117657,Middle (5th-95th pct)
15654238,Jen,673,France,Female,40,5,137494.28,1,1,0,81753.92,0,Inactive Disengaged,Q4 (Highest),1.6818065727001226,Middle (5th-95th pct)
15787619,Hsieh,844,France,Male,18,2,160980.03,1,0,0,145936.28,0,Inactive Disengaged,Q4 (Highest),1.1030843735361762,Middle (5th-95th pct)
15587535,Onyemauchechukwu,450,Spain,Female,46,5,177619.71,1,1,0,54227.06,0,Inactive Disengaged,Q4 (Highest),3.2754810974447075,Middle (5th-95th pct)
15685997,Azubuike,838,Spain,Female,39,5,166733.92,2,1,0,14279.44,0,Inactive High-Balance,Q4 (Highest),11.676502719994621,Top 5% (extreme high)
15660101,Nnonso,803,France,Male,31,9,157120.86,2,1,0,141300.53,0,Inactive High-Balance,Q4 (Highest),1.1119622835101892,Middle (5th-95th pct)
15647099,Ts'ui,633,France,Female,37,9,156091.97,1,1,0,72008.61,0,Inactive Disengaged,Q4 (Highest),2.167684808802725,Middle (5th-95th pct)
15583212,Chidozie,600,France,Female,43,5,134022.06,1,1,0,194764.83,0,Inactive Disengaged,Q4 (Highest),0.6881224911088928,Middle (5th-95th pct)
15812351,Beluchi,710,Spain,Female,27,2,135277.96,1,1,0,142200.15,0,Inactive Disengaged,Q4 (Highest),0.9513207967783437,Middle (5th-95th pct)
15584091,Pitts,742,Germany,Female,36,2,129748.54,2,0,0,47271.61,1,Inactive High-Balance,Q4 (Highest),2.7447455248509622,Middle (5th-95th pct)
15640442,Standish,717,France,Male,31,4,129722.57,1,0,0,41176.6,0,Inactive Disengaged,Q4 (Highest),3.1503953701859797,Middle (5th-95th pct)
15685320,Johnstone,767,France,Male,36,3,139180.2,1,0,0,123880.19,0,Inactive Disengaged,Q4 (Highest),1.1235065106051259,Middle (5th-95th pct)
15619708,Harker,745,France,Male,25,5,157993.15,2,1,0,146041.45,0,Inactive High-Balance,Q4 (Highest),1.0818377248377087,Middle (5th-95th pct)
15747807,Gallagher,720,France,Female,43,6,137824.03,2,1,0,172557.77,0,Inactive High-Balance,Q4 (Highest),0.7987123964339595,Middle (5th-95th pct)
15596939,Calabresi,659,Germany,Male,36,4,132578.92,2,1,0,84320.94,0,Inactive High-Balance,Q4 (Highest),1.572313117002728,Middle (5th-95th pct)
15716155,Shaw,841,France,Female,36,5,156021.31,1,0,0,122662.98,0,Inactive Disengaged,Q4 (Highest),1.2719510809210735,Middle (5th-95th pct)
15575883,Manna,559,France,Male,34,2,137390.11,2,1,0,9677.0,0,Inactive High-Balance,Q4 (Highest),14.197593262374701,Top 5% (extreme high)
15707567,Esposito,732,Germany,Male,50,6,145338.76,1,0,0,91936.1,1,Inactive Disengaged,Q4 (Highest),1.5808671457675494,Middle (5th-95th pct)
15737792,Abbie,818,France,Female,31,1,186796.37,1,0,0,178252.63,0,Inactive Disengaged,Q4 (Highest),1.0479305130028096,Middle (5th-95th pct)
15806983,Moss,640,France,Male,44,3,137148.68,1,1,0,92381.01,0,Inactive Disengaged,Q4 (Highest),1.4845981874413368,Middle (5th-95th pct)
15572265,Wu,646,Germany,Male,46,1,170826.55,2,1,0,45041.32,0,Inactive High-Balance,Q4 (Highest),3.7926630480634222,Middle (5th-95th pct)
15693864,Iheanacho,567,Germany,Female,49,5,134956.02,1,1,0,93953.84,1,Inactive Disengaged,Q4 (Highest),1.4364077082959035,Middle (5th-95th pct)
15807663,McGregor,667,France,Male,43,8,190227.46,1,1,0,97508.04,1,Inactive Disengaged,Q4 (Highest),1.9508899984042343,Middle (5th-95th pct)
15809100,Nucci,548,France,Female,32,2,172448.77,1,1,0,188083.77,1,Inactive Disengaged,Q4 (Highest),0.9168721469162384,Middle (5th-95th pct)
15756804,O'Loghlen,636,France,Female,48,1,170833.46,1,1,0,110510.28,1,Inactive Disengaged,Q4 (Highest),1.5458603489195755,Middle (5th-95th pct)
15692750,McGregor,629,Germany,Female,45,7,129818.39,3,1,0,9217.55,1,Inactive High-Balance,Q4 (Highest),14.083828132204328,Top 5% (extreme high)
15656333,Jen,574,France,Female,33,3,134348.57,1,1,0,63163.99,0,Inactive Disengaged,Q4 (Highest),2.126980420331268,Middle (5th-95th pct)
15591711,Sleeman,739,Spain,Male,38,0,128366.44,1,1,0,12796.43,0,Inactive Disengaged,Q4 (Highest),10.031425952394535,Top 5% (extreme high)
15768104,Wright,788,Spain,Male,37,8,141541.25,1,0,0,66013.27,0,Inactive Disengaged,Q4 (Highest),2.1441332931999884,Middle (5th-95th pct)
15632210,Hill,657,Germany,Male,25,2,171770.55,1,1,0,22745.5,0,Inactive Disengaged,Q4 (Highest),7.551847618210195,Top 5% (extreme high)
15786014,Ku,568,France,Male,28,5,145105.64,2,1,0,185489.11,0,Inactive High-Balance,Q4 (Highest),0.7822865719717994,Middle (5th-95th pct)
15655961,Palermo,756,Germany,Male,27,1,131899.0,1,1,0,93302.29,0,Inactive Disengaged,Q4 (Highest),1.413673769421951,Middle (5th-95th pct)
15790782,Baryshnikov,661,Spain,Male,39,6,132628.98,1,0,0,38812.67,0,Inactive Disengaged,Q4 (Highest),3.4171568201826883,Middle (5th-95th pct)
15634141,Shephard,708,Germany,Female,42,8,192390.52,2,1,0,823.36,0,Inactive High-Balance,Q4 (Highest),233.66512825495528,Top 5% (extreme high)
15785899,Ch'en,789,Germany,Male,33,8,151607.56,1,1,0,4389.4,0,Inactive Disengaged,Q4 (Highest),34.53947236524354,Top 5% (extreme high)
15571002,Yusupov,706,France,Female,44,4,129605.99,1,0,0,69865.49,0,Inactive Disengaged,Q4 (Highest),1.855078809294832,Middle (5th-95th pct)
15619529,Ndukaku,531,Spain,Male,27,8,132576.25,1,0,0,7222.92,0,Inactive Disengaged,Q4 (Highest),18.354938169050744,Top 5% (extreme high)
15582797,Ch'iu,685,Spain,Male,35,4,137948.51,1,1,0,113639.64,0,Inactive Disengaged,Q4 (Highest),1.2139118884924311,Middle (5th-95th pct)
15570060,Palerma,586,France,Female,43,8,132558.26,1,1,0,67046.83,1,Inactive Disengaged,Q4 (Highest),1.977099588451833,Middle (5th-95th pct)
15799515,Wei,652,France,Female,48,8,133297.24,1,1,0,77764.37,0,Inactive Disengaged,Q4 (Highest),1.7141171464515175,Middle (5th-95th pct)
15624729,Tsao,594,France,Male,27,0,197041.8,1,0,0,151912.49,0,Inactive Disengaged,Q4 (Highest),1.2970743880243158,Middle (5th-95th pct)
15807008,McGregor,614,Germany,Female,35,6,128100.28,1,0,0,69454.24,1,Inactive Disengaged,Q4 (Highest),1.84438387058875,Middle (5th-95th pct)
15655339,Spencer,566,France,Male,36,1,142120.91,1,1,0,79616.37,0,Inactive Disengaged,Q4 (Highest),1.7850714620623875,Middle (5th-95th pct)
15613749,Lees,569,Spain,Male,34,0,151839.26,1,1,0,102299.81,1,Inactive Disengaged,Q4 (Highest),1.4842574976434464,Middle (5th-95th pct)
15681206,Hsing,722,France,Female,49,3,168197.66,1,1,0,140765.57,1,Inactive Disengaged,Q4 (Highest),1.1948778383805074,Middle (5th-95th pct)
15701301,Murphy,646,France,Female,42,3,175159.9,2,0,0,67124.48,1,Inactive High-Balance,Q4 (Highest),2.609478687954082,Middle (5th-95th pct)
15587451,Goold,778,Germany,Male,41,7,139706.31,1,1,0,63337.19,0,Inactive Disengaged,Q4 (Highest),2.2057547864059015,Middle (5th-95th pct)
15654673,Onyinyechukwuka,625,France,Male,49,6,173434.9,1,1,0,165580.93,1,Inactive Disengaged,Q4 (Highest),1.047432817293634,Middle (5th-95th pct)
15593969,Abramovich,630,Spain,Female,39,7,135483.17,1,1,0,140881.2,1,Inactive Disengaged,Q4 (Highest),0.9616838158675537,Middle (5th-95th pct)
15743016,MacDonald,602,Spain,Female,22,7,141604.76,1,1,0,30379.6,0,Inactive Disengaged,Q4 (Highest),4.661179212366194,Middle (5th-95th pct)
15650933,Ma,490,Spain,Female,48,8,155413.06,1,1,0,187921.3,0,Inactive Disengaged,Q4 (Highest),0.8270114138205727,Middle (5th-95th pct)
15692744,Davison,512,France,Male,36,4,152169.12,2,0,0,38629.3,1,Inactive High-Balance,Q4 (Highest),3.9392150517871145,Middle (5th-95th pct)
15599131,Dilke,650,Germany,Male,26,4,214346.96,2,1,0,128815.33,0,Inactive High-Balance,Q4 (Highest),1.663986421491914,Middle (5th-95th pct)
15648075,Hebert,686,Germany,Female,47,5,170935.94,1,1,0,173179.79,1,Inactive Disengaged,Q4 (Highest),0.9870432340863792,Middle (5th-95th pct)
15729832,Cheng,658,France,Male,29,3,145512.84,1,1,0,20207.02,0,Inactive Disengaged,Q4 (Highest),7.201103378924749,Middle (5th-95th pct)
15724127,McLean,790,France,Female,26,4,141581.71,2,0,0,98309.27,0,Inactive High-Balance,Q4 (Highest),1.4401664258111162,Middle (5th-95th pct)
15660316,Stephenson,420,Germany,Female,34,1,135549.9,1,0,0,149471.13,1,Inactive Disengaged,Q4 (Highest),0.9068634190428613,Middle (5th-95th pct)
15648800,Paterson,731,Germany,Female,21,8,132312.06,1,1,0,106663.46,1,Inactive Disengaged,Q4 (Highest),1.2404628539145457,Middle (5th-95th pct)
15626147,Maclean,608,France,Female,62,8,144976.5,1,0,0,175836.03,1,Inactive Disengaged,Q4 (Highest),0.8244982555622986,Middle (5th-95th pct)
15750258,Ann,675,France,Female,32,2,155663.31,1,1,0,97658.66,0,Inactive Disengaged,Q4 (Highest),1.5939529581913165,Middle (5th-95th pct)
15656121,Medvedeva,733,Germany,Male,31,6,157791.07,2,0,0,177994.81,0,Inactive High-Balance,Q4 (Highest),0.8864925331249828,Middle (5th-95th pct)
15698510,Onwudiwe,468,Germany,Male,42,9,181627.14,2,1,0,172668.39,0,Inactive High-Balance,Q4 (Highest),1.0518841346699301,Middle (5th-95th pct)
15575581,Dickson,614,Germany,Female,30,3,131344.52,2,1,0,54776.64,0,Inactive High-Balance,Q4 (Highest),2.397819946604976,Middle (5th-95th pct)
15722993,Page,700,France,Female,27,6,137963.07,1,0,0,8996.79,0,Inactive Disengaged,Q4 (Highest),15.334699376110812,Top 5% (extreme high)
15669899,Fitts,755,Germany,Female,45,7,135643.0,1,0,0,143619.52,1,Inactive Disengaged,Q4 (Highest),0.9444607529672847,Middle (5th-95th pct)
15768006,Wu,729,France,Male,34,3,152303.8,1,1,0,12128.69,0,Inactive Disengaged,Q4 (Highest),12.557316577470443,Top 5% (extreme high)
15723907,Lawless,712,Germany,Female,49,5,154776.42,2,0,0,196257.68,0,Inactive High-Balance,Q4 (Highest),0.7886387936512855,Middle (5th-95th pct)
15633419,Brooks,622,Germany,Female,28,1,143124.63,2,1,0,81723.8,0,Inactive High-Balance,Q4 (Highest),1.751321279725123,Middle (5th-95th pct)
15588670,Despeissis,705,Spain,Female,40,5,203715.15,1,1,0,179978.68,1,Inactive Disengaged,Q4 (Highest),1.1318848988113481,Middle (5th-95th pct)
15755649,Winter-Irving,584,Germany,Male,47,7,130538.77,1,1,0,92915.84,0,Inactive Disengaged,Q4 (Highest),1.4049140598632053,Middle (5th-95th pct)
15639882,She,528,France,Male,30,2,128262.72,2,1,0,50771.16,0,Inactive High-Balance,Q4 (Highest),2.5262909100363276,Middle (5th-95th pct)
15589572,Otutodilichukwu,785,Spain,Female,61,4,129855.72,2,1,0,170214.82,1,Inactive High-Balance,Q4 (Highest),0.762893148786927,Middle (5th-95th pct)
15779947,Thomas,363,Spain,Female,28,6,146098.43,3,1,0,100615.14,1,Inactive High-Balance,Q4 (Highest),1.4520521464264722,Middle (5th-95th pct)
15651052,McMasters,399,Germany,Male,46,2,127655.22,1,1,0,139994.68,1,Inactive Disengaged,Q4 (Highest),0.9118576505907225,Middle (5th-95th pct)
15697625,Bevan,791,France,Male,37,2,163789.49,2,1,0,75832.53,0,Inactive High-Balance,Q4 (Highest),2.1598842871258546,Middle (5th-95th pct)
15628298,Johnstone,500,Spain,Female,47,8,128486.11,1,1,0,179227.12,0,Inactive Disengaged,Q4 (Highest),0.7168898880928288,Middle (5th-95th pct)
15613844,Murphy,557,France,Female,28,7,146445.24,2,1,0,184317.74,0,Inactive High-Balance,Q4 (Highest),0.794526017951392,Middle (5th-95th pct)
15616709,Bunton,587,Germany,Female,38,0,132122.42,2,0,0,31730.32,0,Inactive High-Balance,Q4 (Highest),4.1639170358193685,Middle (5th-95th pct)
15743532,Ball,704,Germany,Male,27,5,147004.34,1,1,0,64381.33,1,Inactive Disengaged,Q4 (Highest),2.283338042255418,Middle (5th-95th pct)
15726557,Lai,638,France,Female,42,7,165679.92,1,0,0,32916.29,0,Inactive Disengaged,Q4 (Highest),5.033371622379072,Middle (5th-95th pct)
15617078,Ewing,658,France,Female,44,6,148481.09,1,1,0,130529.13,0,Inactive Disengaged,Q4 (Highest),1.1375322121583127,Middle (5th-95th pct)
15756539,Marshall,585,Germany,Female,39,7,165610.41,2,0,0,131852.01,0,Inactive High-Balance,Q4 (Highest),1.2560325018936003,Middle (5th-95th pct)
